Branch Name,Invoice Number,Invoice Date,Customer ID,Customer Name,Address,0 - 3 days,4 - 10 days,11 - 15 days,16 - 30 days,31 - 90 days,91 - 201 days,202+ days
RNGSKF,SKINV330-412553     ,20200531.0,33091100821,Sazu Pharmacy,Dhap Jail Road Rangpur                                      ,,6887.66,,,,,
RNGSKF,SKINV330-413061     ,20200531.0,33091000136,Bogra Clinic,Lalmonirhat Hospital Road Lalmonirhat                       ,,,,,25043.38,,
RNGSKF,SKINV330-412689     ,20200531.0,33091101744,Sarker Pharmacy,Mahigonj Rangpur                                            ,,264.34,,,,,
RNGSKF,SKINV330-413139     ,20200531.0,33091136101,Shirin Medical Store,Dariapur Gaibandha                                          ,,,,,3983.31,,
RNGSKF,SKINV330-412928     ,20200531.0,33091000028,Shah Trading,Purbopara Gaibandha                                         ,,4940.44,,,,,
RNGSKF,SKINV330-412939     ,20200531.0,33091102408,Hena Pharmacy,New 11 Matha Nagerswari                                     ,,2000.0,,,,,
SAVSKF,SKINV170-389745     ,20200531.0,17010504573,Siyam Pharmacy,"Zerani Hospital Gate,Asulia                                 ",,5032.07,,,,,
SAVSKF,SKINV170-389834     ,20200531.0,1701502460,Zannat Pharmacy,"Dhancura Bazar,Manikgonj                                    ",,888.68,,,,,
SAVSKF,SKINV170-389764     ,20200531.0,1701501082,Janota Pharmacy,"Water Kingdom 3 No Gate,Zamgora                             ",,,,,2757.55,,
SAVSKF,SKINV170-389782     ,20200531.0,17010146082,Sakal Sandha Pharmacy,"Sheba Helth ComHGate,Manikgonj                              ",,4197.09,,,,,
SAVSKF,SKINV170-389633     ,20200531.0,90000000049,Shanti Pharmacy,"Eitkhola Road,Gusbag,Ashulia                                ",,12010.73,,,,,
SAVSKF,SKINV170-389536     ,20200531.0,17010139886,Bismillah Medicine Corner New ,"CRP Gate,Savar, Dhaka                                       ",,1223.17,,,,,
SAVSKF,SKINV170-389660     ,20200531.0,170150706,Masum Pharmacy,"Beximco,Zirano                                              ",,1500.0,,,,,
SYLSKF,SKINV610-459645     ,20200531.0,61048000905,Yeamin Pharmacy,Kodamtoly Sylhet                                            ,,2000.4,,,,,
SYLSKF,SKINV610-459729     ,20200531.0,61041002414,Asad Medical Store,Tukerbazar                                                  ,,20166.75,,,,,
SYLSKF,SKINV610-459638     ,20200531.0,61048007138,Al Modina Pharmacy,Mollapara Chattak                                           ,,9977.54,,,,,
SYLSKF,SKINV610-459809     ,20200531.0,61041000469,Janani Pharmacy,Daiamir Bazar Sylhet                                        ,,7000.0,,,,,
SYLSKF,SKINV610-459689     ,20200531.0,61041004600,New Medicine Corner,Saluticor Companygong                                       ,,6989.43,,,,,
SYLSKF,SKINV610-459990     ,20200531.0,61041002239,Adil Medical Hall,Sayedpur Bazar Goalabazar                                   ,,5997.02,,,,,
SYLSKF,SKINV610-459553     ,20200531.0,61041003492,Islam Pharmacy,Twakkul Bazar Hadarpar                                      ,,10077.08,,,,,
SYLSKF,SKINV610-459863     ,20200531.0,61048000521,Belal Pharmacy,Hadar par Bazar Gowainghat Jointapur                        ,,15076.3,,,,,
SYLSKF,SKINV610-459560     ,20200531.0,61048007475,Kanok Pharmacy,Salutikar bazar Gowinghat Sylhet                            ,,2960.4,,,,,
SYLSKF,SKINV610-459696     ,20200531.0,61048007286,Mina Pharmacy,Rai Nogor Point Shibgonj Sylhet                             ,,5170.01,,,,,
SYLSKF,SKINV610-459865     ,20200531.0,61047100541,Nishat Pharmacy,Kalaruka Point Chhatok                                      ,,7150.64,,,,,
SYLSKF,SKINV610-459979     ,20200531.0,61048001365,Janani Pharmacy,Hadarpar Sylhet                                             ,,10120.69,,,,,
SYLSKF,SKINV610-459875     ,20200531.0,61048007934,Janoseba Pharmacy,Sutkey Bazar Chattak                                        ,,10075.78,,,,,
TGLSKF,SKINV150-392701     ,20200531.0,1501800970,Maa Medical Hall,Kotubpur Bazar Shakhipur Tangail                            ,,9939.98,,,,,
TGLSKF,SKINV150-392947     ,20200531.0,15018003948,Sabina Medical Hall,Nandina Bazar Jamalpur                                      ,,6000.0,,,,,
TGLSKF,SKINV150-392967     ,20200531.0,90000010342,New Mojumder Pharmacy ,"Hospital Gate,Modhupur                                      ",,4985.68,,,,,
TGLSKF,SKINV150-392980     ,20200531.0,15018004403,Bhai Bhai Medical Hall,"Alenga Bus Stand, Alenga                                    ",,9918.23,,,,,
TGLSKF,SKINV150-393021     ,20200531.0,15018004813,Riad Druge House,Dewangonj Bazar Jamalpur Tangail                            ,,29688.68,,,,,
TGLSKF,SKINV150-393045     ,20200531.0,15018004429,Muslim Medical Hall,Valuka Bazar C o Dr Md Habibur Rahman Jamalpur              ,,12910.03,,,,,
VRBSKF,SKINV180-348640     ,20200531.0,90000022116,Vai Vai Pharmacy,Borail Fokir Bari B.Baria                                   ,,2936.87,,,,,
VRBSKF,SKINV180-348608     ,20200531.0,18030104320,A B Pharma,New market B Baria                                          ,,21969.58,,,,,
VRBSKF,SKINV180-348717     ,20200531.0,18030103763,Ridoy Pharmacy,Goshipur B Bariya                                           ,,1957.42,,,,,
VRBSKF,SKINV180-348727     ,20200531.0,18030001753,Janakallan Pharmacy,Hasnabad Bazar Narshingdi                                   ,,7000.26,,,,,
VRBSKF,SKINV180-348729     ,20200531.0,18030100740,Mohua Pharmacy,Kiraty Bazar Monohordi Narsingdi                            ,,7759.61,,,,,
VRBSKF,SKINV180-348692     ,20200531.0,18030104292,Maa Pharmacy,Birgowan Bazar Monohardi Narsingdi                          ,,,,,14805.94,,
VRBSKF,SKINV180-348734     ,20200531.0,18030103185,Medicine Musium,Station Road Narsingdi                                      ,,19792.49,,,,,
VRBSKF,SKINV180-348712     ,20200531.0,18010119153,Sourab Medical Hall,Station Road Narshingdi                                     ,,7916.38,,,,,
VRBSKF,SKINV180-348567     ,20200531.0,18010119325,Elias Medical Hall,Station Road Narshingdi                                     ,,6972.3,,,,,
VRBSKF,SKINV180-348730     ,20200531.0,18030100597,Bhuyan Phamacy,Beram Pur Narsingdi                                         ,,1000.78,,,,,
VRBSKF,SKINV180-348488     ,20200531.0,18030101658,Palli Seba Medical Centre ,Birompur Bazar B Baria                                      ,,5700.0,,,,,
VRBSKF,SKINV180-348723     ,20200531.0,18030100642,Grameen Medical Hall,High School Rood Sheker Bazar Monohardi Narsingdi           ,,5807.62,,,,,
VRBSKF,SKINV180-348721     ,20200531.0,18030101380,A R Medical Hall ,Kaliesree Para B Baria                                      ,,6810.54,,,,,
VRBSKF,SKINV180-348724     ,20200531.0,18030001761,Plus Pharmacy,Upozila More Narshingdi                                     ,,14612.38,,,,,
VRBSKF,SKINV180-348725     ,20200531.0,90000000823,Maa O Shisho General Hospital,Kamalpur Bhairab                                            ,,17271.77,,,,,
VRBSKF,SKINV180-348554     ,20200531.0,18030104119,Loknath Pharmacy,Fatirdia Monohardi Narsingdi                                ,,8821.08,,,,,
VRBSKF,SKINV180-348593     ,20200531.0,18030102823,Al Amin Pharmacy,Diabatic Hospital Gate Narshingdi                           ,,6956.74,,,,,
VRBSKF,SKINV180-348716     ,20200531.0,18030102649,Tania Medical Hall,Shibpur Bazar Shibpur                                       ,,2967.27,,,,,
VRBSKF,SKINV180-348732     ,20200531.0,18013142238,Ritu Medical Hall,Sheker Bazar Monohardi Narsingdi                            ,,2967.67,,,,,
VRBSKF,SKINV180-348540     ,20200531.0,18030101306,Jagabondhu Medical Hall,Paickpara B Baria                                           ,,6856.16,,,,,
VRBSKF,SKINV180-348594     ,20200531.0,18030101955,Monika Medical Hall,Dr Nyaanmani dev Shushilpur Bazar B Baria                   ,,10948.32,,,,,
VRBSKF,SKINV180-348709     ,20200531.0,180301043100,Adrita Pharmacy,T A Road B Baria                                            ,,960.0,,,,,
VRBSKF,SKINV180-348696     ,20200531.0,90000002740,Irin Medical Hall,Gokornogut B Baria                                          ,,4511.55,,,,,
BOGSKF,SKINV320-454260     ,20200530.0,32081000912,Amit Pharmacy,Nepaltoli Sariakandi Bogra                                  ,,7956.39,,,,,
BOGSKF,SKINV320-454515     ,20200530.0,3209110263,Rafiq Medicine Corner,Hospital Gate Sariakandi Sariakandi                         ,,3012.11,,,,,
BOGSKF,SKINV320-454370     ,20200530.0,32081000859,S S Drug House,Sariakandi Sariakandi Bogra                                 ,,2975.43,,,,,
BOGSKF,SKINV320-454400     ,20200530.0,90000013924,Ismail Pharmacy,Durgapur Road Naogaon                                       ,,1000.26,,,,,
BOGSKF,SKINV320-454307     ,20200530.0,32081001234,Sonet Medical Plus,Durgapur Naogaon Naogaon                                    ,,7500.68,,,,,
BOGSKF,SKINV320-454597     ,20200530.0,90000023338,Bismillah Medicine Store,"Mithapur Bazar,Akkelpur                                     ",,3939.99,,,,,
BOGSKF,SKINV320-454431     ,20200530.0,32081100534,Tithi Pharmacy,Nimgasi Bazar Tarash Sirajgonj                              ,,1582.19,,,,,
BOGSKF,SKINV320-454704     ,20200530.0,32081100297,Tina Pharmacy,Akkelpur Bazar Joypurhat Joypurhat                          ,,7030.35,,,,,
BOGSKF,SKINV320-454451     ,20200530.0,32081000589,Sarker Pharmacy,Dr Anamul Haque Bulu Chalopara Bogra Town                   ,,10014.25,,,,,
BSLSKF,SKINV510-499169     ,20200530.0,90000024139,Piles Care,"Kudghata, Nabogram Road, Barisal                            ",,,,,5025.96,,
BSLSKF,SKINV510-499168     ,20200530.0,90000017108,Raj Medical Hall,"Dighirpar, Kawnia,Barisal.                                  ",,3517.19,,,,,
BSLSKF,SKINV510-499395     ,20200530.0,51052134390,B G M Medical Hall,Fazargang Mehendiganj Barisal                               ,,10087.75,,,,,
BSLSKF,SKINV510-499660     ,20200530.0,51051004050,Elin Medical Hall,Sangol Bazar Swarupkathi                                    ,,4995.65,,,,,
BSLSKF,SKINV510-499665     ,20200530.0,51011110135,Renuka Pharmacy,Rajoir                                                      ,,7868.44,,,,,
BSLSKF,SKINV510-499255     ,20200530.0,51052100804,Seba Medical Hall,Garulia Bazar Barisal                                       ,,3151.25,,,,,
BSLSKF,SKINV510-499428     ,20200530.0,51052141079,Matin Medical Hall,Dhul Khola Hizla                                            ,,5049.5,,,,,
BSLSKF,SKINV510-499539     ,20200530.0,51052150076,Kakon Medical Hall,Chami Akota Baithakata Nazirpur Pirojpur                    ,,5014.96,,,,,
COMSKF,SKINV220-463669     ,20200530.0,22061101631,Jalal Pharmacy,Nandir Bazar Shasidal Comilla                               ,,5440.6,,,,,
COMSKF,SKINV220-463503     ,20200530.0,22061102999,Habiba Medical Store,Toll Plaza Daudkandi Comilla                                ,,4260.32,,,,,
COMSKF,SKINV220-463536     ,20200530.0,22061100896,Barna Pharmacy,Bholachang Bazar Nabinagar                                  ,,0.04,,,,,
COMSKF,SKINV220-463583     ,20200530.0,22061000183,Choyti Medical Hall,Asura Chandina Comilla                                      ,,5135.63,,,,,
COMSKF,SKINV220-463349     ,20200530.0,22061001817,Ganoda Pharmacy,Kalir Bazar Comilla                                         ,,56088.83,,,,,
COMSKF,SKINV220-463636     ,20200530.0,22061110485,Mukta Medical Hall,Sashidal Bazar Comilla Comilla                              ,,9949.53,,,,,
COXSKF,SKINV240-269858     ,20200530.0,24021113318,Soykot Pharmacy,"Saflapur Bazar, Taknaf                                      ",,7814.94,,,,,
COXSKF,SKINV240-269886     ,20200530.0,24021111085,Raihan Pharmacy,"Shapla Chattar,Taknaf                                       ",,2026.88,,,,,
COXSKF,SKINV240-269862     ,20200530.0,24021111315,Janasheba Pharmacy,"Shaplapur,Nilla                                             ",,10006.12,,,,,
COXSKF,SKINV240-269760     ,20200530.0,24021003781,Arif Medical Hall,"Sub Marine Cable,Coxs Bazar                                 ",,4112.42,,,,,
COXSKF,SKINV240-269788     ,20200530.0,90000024856,Joya Medical Hall,"Pan Bazar Road,Cox's Bazar                                  ",,35018.65,,,,,
COXSKF,SKINV240-269934     ,20200530.0,24021003285,Al Baraka Pharmacy,"Nila Khacha Bazar, Taknaf Road                              ",,22370.92,,,,,
COXSKF,SKINV240-269893     ,20200530.0,24021000325,Sufia Pharmacy,"Patabari Bazar, Moricha                                     ",,704.07,,,,,
CTGSKF,SKINV210-648657     ,20200530.0,21021105638,Shah Nasiria Pharmacy,"Jaliaghata,Banshkhali,Mob 01718093843                       ",,2228.55,,,,,
CTGSKF,SKINV210-649552     ,20200530.0,21021001554,Mohasin Aulia Pharmacy,"Mia Khan Road,Kala Mia Bazar, Chittagong                    ",,15220.79,,,,,
CTGSKF,SKINV210-649066     ,20200530.0,21021100660,New Ma Pharmacy,"Khalpar,TSP Road,Potanga                                    ",,13881.94,,,,,
CTGSKF,SKINV210-649448     ,20200530.0,21021100238,R S Medico,"Batali Lane Mukh,Enayet Bazar,Chittagong                    ",,6336.46,,,,,
CTNSKF,SKINV260-492804     ,20200530.0,26021102223,Nazim Medico,"Modunaghat,Hathajari                                        ",,19000.0,,,,,
CTNSKF,SKINV260-492942     ,20200530.0,26021100430,Musa Pharmacy,"Mohammed Tokir Hat,Azadibazar,Nazir Hat                     ",,5141.94,,,,,
CTNSKF,SKINV260-492926     ,20200530.0,26021100261,Tarek Medical Hall,"Hospital Gate,Isakhali,Rangunia                             ",,2000.9,,,,,
CTNSKF,SKINV260-492708     ,20200530.0,260216566817,Isfar  Pharmacy,"Darbar Gate,Nanupur                                         ",,5073.33,,,,,
CTNSKF,SKINV260-492990     ,20200530.0,26021001273,Faria Medical Hall,"Jati Ghat Kaptai,Rangunia,Chattogram                        ",,9917.53,,,,,
CTNSKF,SKINV260-492976     ,20200530.0,26021002525,Nur  Pharmacy,"Santir Hat,Nazir Hat                                        ",,14282.72,,,,,
CTNSKF,SKINV260-492560     ,20200530.0,26021100003,D B L Pharmacy,"Syed Shah Road,Chowk Bazar                                  ",,6000.0,,,,,
CTNSKF,SKINV260-492772     ,20200530.0,26021000037,Jasmin pharmacy,"Mogaichari,Manikchari,CTG                                   ",,6789.44,,,,,
CTNSKF,SKINV260-492825     ,20200530.0,90000030716,Treatment Medical Hall ,"Dainchori Bazar, Manikchori                                 ",,1500.49,,,,,
CTNSKF,SKINV260-492425     ,20200530.0,26021004902,Zilani Phramacy,"Shapmara Garitana,Manikchari,Khagrachari                    ",,1500.58,,,,,
CTNSKF,SKINV260-492873     ,20200530.0,26021109970,Zilani Pharmacy,"Panchkhain,Raojan                                           ",,12048.59,,,,,
CTNSKF,SKINV260-492875     ,20200530.0,26021105639,Rina Pharmacy,"Pahartoly,Rowzan,CTG                                        ",,15121.95,,,,,
CTNSKF,SKINV260-492839     ,20200530.0,26021005036,Ma Moni Medical Hall,"Baroitoli BazarGaritana,Manikchari                          ",,4953.09,,,,,
DNJSKF,SKINV340-427200     ,20200530.0,90000000426,Morsed O Tasbid Chikissalay,"Golapgonj,Nowabgonj                                         ",,5036.09,,,,,
DNJSKF,SKINV340-427572     ,20200530.0,34091100210,Mondol Pharmacy,"Birampur,                                                   ",,24883.88,,,,,
DNJSKF,SKINV340-427338     ,20200530.0,34091113613,Jewel Medical Store,"Hospital gate,Dimla                                         ",,4976.43,,,,,
DNJSKF,SKINV340-427418     ,20200530.0,34091105057,Siam Pharmacy,"Amtoli Bazar,Khansama                                       ",,5711.44,,,,,
DNJSKF,SKINV340-427155     ,20200530.0,34091102726,Medicine World,"Rukon Pur,Kaharol                                           ",,2500.0,,,,,
DNJSKF,SKINV340-427216     ,20200530.0,34091100031,Anowar Pharmacy,"Buniadpur Bazar,Birol.                                      ",,4996.31,,,,,
DNJSKF,SKINV340-427551     ,20200530.0,90000011531,Hamida Pharmacy,Jharbari                                                    ,,50010.27,,,,,
FENSKF,SKINV270-306533     ,20200530.0,27012120625,Shanta Drug House,Mukta Bazar                                                 ,,19914.18,,,,,
FENSKF,SKINV270-306597     ,20200530.0,27012111870,Popular Pharmacy,Karer Hat                                                   ,,15008.8,,,,,
FENSKF,SKINV270-306408     ,20200530.0,27012121155,Radey Medical Hall,Shahid Emajuudin Road                                       ,,4283.69,,,,,
FRDSKF,SKINV420-524890     ,20200530.0,90000018578,Toma Medical Hall,Pulia Busstand Bhanga Faridpur                              ,,9716.4,,,,,
FRDSKF,SKINV420-524921     ,20200530.0,42011118963,Afrin Medical Hall,Gharua Bhanga                                               ,,868.04,,,,,
FRDSKF,SKINV420-524452     ,20200530.0,42011119852,Iqbal Pharmacy,Bannatala Bazar Boalmari                                    ,,4994.32,,,,,
FRDSKF,SKINV420-524940     ,20200530.0,42011110022,Dash Medical Hall,Satair Bazar Boalmari                                       ,,2000.25,,,,,
FRDSKF,SKINV420-524960     ,20200530.0,4201118141,Kader Medical Hall,Thana Road Pangsha Rajbari                                  ,,13685.39,,,,,
FRDSKF,SKINV420-524208     ,20200530.0,42011100129,Venus Pharmacy,Mujib Sarak Janota Bank More Faridpur                       ,,3400.31,,,,,
FRDSKF,SKINV420-524242     ,20200530.0,42011111013,Kazi Medical Hall,Sadarpur Bazar Faridpur                                     ,,6882.77,,,,,
FRDSKF,SKINV420-524559     ,20200530.0,42011111112,Mimi Pharmacy,Station Road Boalmari                                       ,,5995.16,,,,,
FRDSKF,SKINV420-524579     ,20200530.0,42011137631,Sheikh Nadim Pharmacy,Bot Tola Dignagar Alphadanga Faridpur                       ,,4002.56,,,,,
FRDSKF,SKINV420-524573     ,20200530.0,42011110164,Monindro Clinic,Kanaipur Bazar Faridpur                                     ,,2768.02,,,,,
FRDSKF,SKINV420-524862     ,20200530.0,42011137134,Saha Pharmacy,Sadarpur Bazar Faridpur                                     ,,10003.31,,,,,
GZPSKF,SKINV160-430744     ,20200530.0,160180061410,Protiva Medical Hall,Chandpur Bazar Kapasia                                      ,,7880.63,,,,,
HZJSKF,SKINV250-365048     ,20200530.0,25061004240,Maa Moni Medical Centre,"Mosjid Market,Dhalir Ghat,Chandpur                          ",,9489.49,,,,,
HZJSKF,SKINV250-365301     ,20200530.0,25061004687,Dr Sumar Paul RMP,"Main Road, Shaikchail Bazar,Monohorgonj ,Comilla            ",,4120.97,,,,,
HZJSKF,SKINV250-365238     ,20200530.0,25061401493,Rahmat Pharmacy,Baro Station Chandpur                                       ,,,,,2933.38,,
HZJSKF,SKINV250-365562     ,20200530.0,90000020590,Janakallan Pharmacy,"Bakui Bazar, Laksham,Comilla                                ",,,,,3299.79,,
HZJSKF,SKINV250-365663     ,20200530.0,90000017234,Moon Pharma,"Shorshak Madda Bazar, Shahrasti Chandpur                    ",,,,,12005.49,,
HZJSKF,SKINV250-365338     ,20200530.0,250614141801,Rajib Madical Hall,Rupsha Bazar Faridgonj                                      ,,,,,1040.39,,
HZJSKF,SKINV250-365516     ,20200530.0,25061414700,Rafi Medicine Corner,"Amin Road,Hazigonj Bazar, Chandpur                          ",,9276.27,,,,,
JESSKF,SKINV440-410847     ,20200530.0,44019000901,Janata Hospital And Diagonisti,Jail Road Jessore                                           ,,2298.19,,,,,
JESSKF,SKINV440-410406     ,20200530.0,44031006965,Dr Abul Hossain,Chakbara Gabura Shyamnagar                                  ,,6318.04,,,,,
JESSKF,SKINV440-410967     ,20200530.0,44031101821,Ety Pharmacy,Vetkhali Shaymnagar Satkhira                                ,,6050.52,,,,,
JESSKF,SKINV440-410774     ,20200530.0,44019002335,Ahamedia Pharmacy,Khazura Bus Stand Jessore                                   ,,0.0,,,,,
JESSKF,SKINV440-411115     ,20200530.0,90000012021,Bhairab Pharmacy,"Nurbag More,Nowapara,Jessore                                ",,,,,14131.98,,
JESSKF,SKINV440-411135     ,20200530.0,44019001254,Mayer Dowa Pharmacy,Vanga Gate Nowapara                                         ,,1500.31,,,,,
JESSKF,SKINV440-411107     ,20200530.0,90000020142,Zoarder Pharmacy,"Verarhat,Paranpur,Shayamnagor                               ",,,,,3424.23,,
JESSKF,SKINV440-411061     ,20200530.0,44019002707,Bismillah Medical Hall,Rajghat Noapara                                             ,,6982.26,,,,,
JESSKF,SKINV440-411031     ,20200530.0,44019003034,Das Pharmacy,"Sheikhati Bazar, Narail                                     ",,15028.07,,,,,
JESSKF,SKINV440-411056     ,20200530.0,90000018312,Mayer Doa Medicine Shop,"Bongshipur Bazar,Shayamnagor                                ",,,,,5793.05,,
JESSKF,SKINV440-411148     ,20200530.0,90000015632,Toha Pharmacy,"Kalikapur,Krishnonagor,Shyamnagor                           ",,20104.19,,,,,
KHLSKF,SKINV410-409081     ,20200530.0,41031104004,Ankur Medical Hall,Katipara Bazar Paikghaca Khulna                             ,,7995.46,,,,,
KHLSKF,SKINV410-408972     ,20200530.0,41031103913,Dr Dilip Kumar Das,East Rupsha Khulna Dr Dilip Kumar                           ,,3114.69,,,,,
KHLSKF,SKINV410-409412     ,20200530.0,41037848440,POLAK PHARMACY,Dackra Bazar Kaligonj Rampal Bagerhat                       ,,1760.07,,,,,
KHLSKF,SKINV410-409510     ,20200530.0,41031102272,Mukti Clinic,Daspara More Bagerhat C O: Dr SK A Kayum                    ,,3891.65,,,,,
KHLSKF,SKINV410-409131     ,20200530.0,41031103917,Shan Pharmacy,Kali Bari Bazar Daulatpur Khulna Dr Haider Ali              ,,5926.72,,,,,
KHLSKF,SKINV410-409507     ,20200530.0,41051000521,Seba Medical Hall,Sreramkati Nazirpur Pirojpur                                ,,6011.49,,,,,
KHLSKF,SKINV410-409453     ,20200530.0,41051000478,New Fair Health Clinic,Narail Para Pirojpur                                        ,,2000.0,,,,,
KHLSKF,SKINV410-409145     ,20200530.0,41031100094,Nasima Pharmacy,Main Road Mongla Bagerhat                                   ,,1426.63,,,,,
KHLSKF,SKINV410-408855     ,20200530.0,90000015277,Suvo Dip Pharmacy,"Heraj Market, Clay Road, Khulna.                            ",,35437.1,,,,,
KHLSKF,SKINV410-409321     ,20200530.0,41052138738,Health Pharma,Sadar Road Pirojpur                                         ,,2941.97,,,,,
KHLSKF,SKINV410-409231     ,20200530.0,90000004879,Tamanna Medical Hall,"Parerhat Bazar, Pirojpur.                                   ",,15988.8,,,,,
KHLSKF,SKINV410-409108     ,20200530.0,41037800316,Dr Sushil Kumar Das,Sheali Bazar Fakirhat                                       ,,12155.0,,,,,
KHLSKF,SKINV410-409387     ,20200530.0,41031000712,Monowra Pharmacy,Mozamnagar Bazar Chalna Khulna                              ,,,,,5028.28,,
KHLSKF,SKINV410-409198     ,20200530.0,41031100669,Seba Pharmacy,Chalna Khulna                                               ,,8763.67,,,,,
KHLSKF,SKINV410-409318     ,20200530.0,41037848440,POLAK PHARMACY,Dackra Bazar Kaligonj Rampal Bagerhat                       ,,10302.34,,,,,
KRNSKF,SKINV280-345867     ,20200530.0,28010120149,Forhad Pharmacy,"Kolatia Bazar, Keraniganj                                   ",,59147.78,,,,,
KRNSKF,SKINV280-345839     ,20200530.0,28013132563,Saikat Pharmacy,"Shirajdikhan Bazar,Shirajdikhan                             ",,10013.91,,,,,
KSGSKF,SKINV190-229556     ,20200530.0,19019002566,Shadin Pharmecy,Chandigar Durgapur                                          ,,8465.69,,,,,
KSGSKF,SKINV190-229655     ,20200530.0,19019003005,Rokeya Medical Hall,Netrakona City Netrakona                                    ,,-0.01,,,,,
KSGSKF,SKINV190-229418     ,20200530.0,19019000482,Sumaiya Medical Hall,Ghaital Kishoregonj                                         ,,6881.91,,,,,
KSGSKF,SKINV190-229322     ,20200530.0,19019000308,Jahid Medical Hall,Puran Thana Kishorgonj                                      ,,-0.01,,,,,
KSGSKF,SKINV190-229529     ,20200530.0,90000011835,Rajdip Medical Hall,Khadda Gudam Road                                           ,,10158.48,,,,,
KSGSKF,SKINV190-229476     ,20200530.0,19019002751,Nirbik Pharmacy,Durgapur Netrokona                                          ,,4114.92,,,,,
KSGSKF,SKINV190-229650     ,20200530.0,19019001237,Seba Medical Hall,Station Road Mohangonj Netrokona                            ,,0.0,,,,,
KSGSKF,SKINV190-229292     ,20200530.0,19019002243,Al amin Pharmacy,Rampur Bazar Kendua Netrakona                               ,,9968.6,,,,,
KSGSKF,SKINV190-229172     ,20200530.0,19019002244,Nihar Medicals,Kapaskatia Bazar Durgapur Netrokona                         ,,8088.19,,,,,
KUSSKF,SKINV430-471374     ,20200530.0,43061109079,Anik Pharmacy Atiar Rahman,Mandia Bazar Horinakundu Jhenaidah                          ,,1000.0,,,,,
KUSSKF,SKINV430-471096     ,20200530.0,43061000146,Medinova Center,Court Road Chuadanga                                        ,,2758.17,,,,,
KUSSKF,SKINV430-471262     ,20200530.0,43061105235,Satata Drug House,Hospital Gate Horinakundu Jhanaidah                         ,,9826.11,,,,,
KUSSKF,SKINV430-471301     ,20200530.0,43061104566,Tarik Medicine Corner,Satbaria More Jhenidah Bus Stand Chuadanga                  ,,6084.49,,,,,
MHKSKF,SKINV120-950968     ,20200530.0,12010511494,Mr Manzur Kader Executive,"TDCL, Sadar Road, Mohakhali,Dhaka                           ",,,,,1422.28,,
MHKSKF,SKINV120-950712     ,20200530.0,90000010931,MARIE STOPES BANGLADESH,"15 No Staff Quarter,Dhanmondi,Dhaka                         ",,6881.14,,,,,
MHKSKF,SKINV120-950969     ,20200530.0,12010146532,Mr Saifur Rahman,DirectorTranscom LimitedGulshan Tower                       ,,,,,1919.51,,
MHKSKF,SKINV120-950756     ,20200530.0,1201051144,Mr Shafiqul Islam Executive DB,"TDCLMohakhali, Dhaka                                        ",,,,,79.21,,
MHKSKF,SKINV120-950957     ,20200530.0,90000022775,Mr.Aminul Islam SS,"Transcom Distribution Co.Ltd.Sadar Road,Mohakhali,Dhaka.    ",,,,,211.21,,
MHKSKF,SKINV120-950962     ,20200530.0,12010504749,Mr Monowar Hossain,Transcom Distribution Co.Ltd. Gulshan Tower 4th Floor Gulsha,,,,,1228.56,,
MLVSKF,SKINV620-405389     ,20200530.0,62020001073,Brothers Pharmacy,Madhabpur                                                   ,,20007.35,,,,,
MLVSKF,SKINV620-405321     ,20200530.0,62020004411,Amin Pharmacy,C o Samsuddin Ahmed Hospital Gate                           ,,8281.38,,,,,
MLVSKF,SKINV620-405369     ,20200530.0,62020001849,Sen Sorma Cember,Chatlapur Road Shomshernagar                                ,,15000.0,,,,,
MOTSKF,SKINV110-944686     ,20200530.0,11010121815,United Medical Hall,"293 Alam Bagh,Postogola,Dhaka                               ",,7987.8,,,,,
MYMSKF,SKINV140-406320     ,20200530.0,14013112381,Rokeya Medical Hall,Joyramkura Haluaghat Mymensingh                             ,,10040.32,,,,,
MYMSKF,SKINV140-406627     ,20200530.0,14015118777,Haji Pharmacy,Kottimari Rowmari                                           ,,600.49,,,,,
MYMSKF,SKINV140-406449     ,20200530.0,14015119307,Rashid Madical Hall,Algar Chor Rajibpor                                         ,,15047.2,,,,,
MYMSKF,SKINV140-406670     ,20200530.0,14013110805,Hena Medical Hall,Haluaghat Mymensingh                                        ,,9954.36,,,,,
MYMSKF,SKINV140-406362     ,20200530.0,14015117585,Kader Faraizy,Daukhola Bazar Fulbaria                                     ,,24988.32,,,,,
MYMSKF,SKINV140-406585     ,20200530.0,14015117825,Fulon Drug House,Sreebordi Bakshigonj Sherpur                                ,,4991.14,,,,,
MYMSKF,SKINV140-406833     ,20200530.0,14015119973,Sarker Medical Hall,Sut Suti Bazer Fulbaria                                     ,,14883.12,,,,,
MYMSKF,SKINV140-406656     ,20200530.0,14013110532,Talukder Pharmacy,Fulpur                                                      ,,3000.65,,,,,
MYMSKF,SKINV140-406790     ,20200530.0,14015112227,Altaf Medical Hall,Bironia Bazar Bhaluka                                       ,,12053.6,,,,,
MYMSKF,SKINV140-406718     ,20200530.0,14013111060,Rongdhono Genaral Hospital,Fulpor                                                      ,,10000.0,,,,,
MYMSKF,SKINV140-406433     ,20200530.0,14015117996,Rahman Drug House,C O : Dr Shimul Sultana Jalur Dukan Maskanda Mymensingh     ,,9013.03,,,,,
NAJSKF,SKINV130-509207     ,20200530.0,90000030807,Ha Mim Medical Pharmacy,"Stadium Market,Munshiganj                                   ",,,,,9947.18,,
